Nome,Preço sem desconto,Preço com desconto,Desconto (porcentagem),Código EAN,Marca,Categoria
Glifage XR 750mg 30 comprimidos de liberação prolongada,38.57,30.47,21,7891721027451,Merck,Diabetes
"Candicort 20mg + 0,64mg Creme Dermatológica 30g",41.7,36.28,13,7896658001116,Ache,Mais Medicamentos
Predsim 5mg 20 comprimidos,25.67,22.33,13,7891142177049,Hypera,Dor E Febre
Fenergan 25mg 20 comprimidos revestidos,18.56,16.33,12,7896070600447,Sanofi,Alergias E Infecções
Ebastel 10mg 10 comprimidos,70.39,59.13,16,7891317005351,Eurofarma,Alergias E Infecções
Euthyrox 50mcg 50 comprimidos,41.2,30.49,26,7891721014697,Merck,Mais Medicamentos
Crevagin 30mg/g + 20mg/g Creme Ginecológico 40g + 7 aplicadores,48.99,42.62,13,7891317136468,Eurofarma,Anticoncepcionais
"Dexfer 400mg, Eurofarma 30 comprimidos revestidos",64.0,53.76,16,7891317000660,Eurofarma,Gripe E Resfriado
Lisador 16 comprimidos,42.83,38.98,9,7897322702209,Hypera,Dor E Febre
Suplemento Alimentar Kollis Solução Oleosa Gotas 8ml,128.4,109.14,15,7894916513722,Ems Sigma Pharma,Digestivo
"Hexomedine 1mg/ml + 0,5mg/ml Spray 50ml",68.99,68.99,0,7896094928053,Sanofi,Dor E Febre
Puran T4 112mcg 30 comprimidos,31.8,22.9,28,7897595903372,Sanofi,Mais Medicamentos
Decongex Plus Gotas 20ml,16.27,13.83,15,7896658001925,Ache,Mais Medicamentos
Diovan Amlo Fix 160mg + 10mg 28 comprimidos revestidos,194.15,194.15,0,7896261012523,Novartis,Hipertensão
Leite de Magnésia Phillips Original 120ml,18.65,17.72,5,7895858015688,Philips,Digestivo
Gynopac 4 comprimidos + Creme Ginecológico 35g + 7 aplicadores,123.51,104.98,15,7898040321550,Farmoquimica,Anticoncepcionais
Utrogestan 200mg 14 cápsulas,74.2,63.07,15,7898948648148,Besins,Mais Medicamentos
Apresolina 50mg 60 drágeas,39.01,39.01,0,7896261018488,Novartis,Hipertensão
Óleo de Girassol Skinage 200ml,34.99,31.49,10,7898906846548,Dbs Ind E Com Ltda,Mais Medicamentos
Gel Hidratante Cicatrimed 30g,24.99,20.99,16,7897947609235,Cimed,Mais Medicamentos
Sal de Frutas Eno Abacaxi 2 envelopes com 5g cada,4.39,3.69,16,7896015521646,Eno,Digestivo
"Iziz 2,5mg + 1,5mg 28 Comprimidos Revestidos",46.28,40.26,13,7896094209503,Libbs,Anticoncepcionais
Vaporizante Descongestionante Vick VapoRub Unguento 30g,36.67,28.97,21,7590002032817,Vick,Mais Medicamentos
"Solução Oftálmica Britens 0,2% + 0,5% 5ml",116.9,92.35,21,7896006226208,Alcon,Mais Medicamentos
Analgésico Novalgina 500mg/ml 20ml,29.68,26.42,11,7891058489038,Sanofi,Dor E Febre
Calicida Solução ADV 10ml,20.9,20.9,0,7896230301689,Adv,Mais Medicamentos
Apracur 6 comprimidos,10.99,10.99,0,7891104193087,Hypera,Mais Medicamentos
Doril 6 comprimidos,9.98,9.28,7,7896094910553,Hypera,Dor E Febre
"AlleNasal Spray Nasal Antialérgico 120 Doses 16,5ml",70.71,56.57,20,7891058022778,Sanofi,Alergias E Infecções
Probiótico Enterogermina Plus 5 frascos de 5ml,52.9,47.61,10,7891058020286,Sanofi,Digestivo
Xarope Seki 120ml,29.55,26.6,10,7898074618183,Zambon,Mais Medicamentos
Divena 40mg 30 comprimidos,66.15,58.21,12,7896658027604,Ache,Digestivo
Renitec 5mg 30 comprimidos,38.5,30.8,20,7897337705899,Msd,Hipertensão
Vaporizante Descongestionante Vick VapoRub Unguento 12g,18.4,14.35,22,78911222,Vick,Mais Medicamentos
"Annita 20mg/ml, 1 frasco com 45ml de pó para suspensão de uso oral",29.87,26.58,11,7898040321420,Farmoquimica,Vermes e Parasitas
Torsilax Neo Química 12 comprimidos,16.57,9.78,41,7896714218267,Neo Quimica,Dor E Febre
Benicar Anlo 20mg + 5mg 30 comprimidos revestidos,85.71,65.14,24,7897411611016,Sankyo Pharma,Hipertensão
Bye Bye Fever para Bebês 0 a 2 Anos 2 unidades,18.15,15.99,12,4987188568712,Salonpas,Dor E Febre
Trezor 20mg 30 comprimidos revestidos,67.56,52.02,23,7896658015427,Ache,Colesterol e Triglicerídeos
"Natifa Pro 1mg + 0,5mg 28 comprimidos revestidos",91.56,73.25,20,7896094201477,Libbs,Anticoncepcionais
"Cyclofemina 25mg + 5mg Solução Injetável 1 ampola com 0,5ml",42.41,33.08,22,7896316301008,Millet Roux,Anticoncepcionais
Remilev 250mg + 60mg 20 comprimidos revestidos,71.96,60.45,16,7896658004810,Ache,Mais Medicamentos
Analgésico CataflamPRO Emugel 30g,23.9,20.32,15,7896261014244,Cataflam,Dor E Febre
"Solução Oftálmica Ster MD 1,2mg/ml 10ml",51.23,42.01,18,7896006290667,Genom,Alergias E Infecções
DTN-fol 400mcg + 10mg 90 cápsulas moles,160.54,134.85,16,7896112400554,Biolab Sanus,Anticoncepcionais
Labirin 24mg 30 comprimidos,56.72,29.9,47,7896637028523,Apsen,Mais Medicamentos
Naprix A 10mg + 10mg 30 cápsulas,73.96,56.95,23,7896094202603,Libbs,Hipertensão
Analgésico Dorflex Uno 1g 4 comprimidos,7.75,7.21,7,7891058022822,Sanofi,Dor E Febre
Vatis 150mg 90 comprimidos revestidos,126.74,101.39,20,7896094208940,Libbs,Mais Medicamentos
Trezor 10mg 30 comprimidos revestidos,39.3,31.05,21,7896658015380,Ache,Colesterol e Triglicerídeos
Sumax 25mg 4 comprimidos revestidos,31.05,27.32,12,7896094201064,Libbs,Dor E Febre
Maxalgina 500mg/ml Gotas Sabor Abacaxi 20ml,7.01,5.49,22,7898133131011,Natulab,Dor E Febre
OsteoNutri 600mg + 400UI 60 comprimidos revestidos,147.3,147.3,0,7896422524452,Aspen Pharma,Mais Medicamentos
Anador 1g 10 comprimidos,12.99,10.78,17,7891058003890,Sanofi,Dor E Febre
Naldecon Noite 4 comprimidos,12.49,12.49,0,7896016806247,Naldecon,Mais Medicamentos
Atacand 16mg 30 comprimidos,165.75,165.75,0,7896206401146,Astrazeneca,Hipertensão
"Atacand HCT 16mg + 12,5mg 30 comprimidos",164.73,164.73,0,7896206402082,Astrazeneca,Hipertensão
"Avodart 0,5mg 30 cápsulas gelatinosas moles",160.35,160.35,0,7896015516642,Gsk,Mais Medicamentos
Fostair DPI 100mcg/6mcg por inalação 1 Dispositivo Next DPI com 120 doses,196.83,196.83,0,7896672201257,Chiesi Farmaceutica Ltda.,Mais Medicamentos
"SELOKEN - 100mg, 30 comprimidos",56.2,43.84,22,7896206407568,Astrazeneca,Hipertensão
Takil 20mg + 30mg Creme Ginecológico 35g + 7 aplicadores,97.58,78.06,20,7896226102351,Marjan,Anticoncepcionais
Differin 3mg/g Gel 30g,122.57,106.64,13,7897930761476,Galderma,Mais Medicamentos
Oximax 400mcg Refil 30 cápsulas de pó para inalação,83.43,83.43,0,7891142115799,Hypera,Mais Medicamentos
Condroflex 500mg + 400mg 60 cápsulas,136.81,112.18,18,7892953000694,Zodiac,Mais Medicamentos
Rubia 75mcg 84 comprimidos revestidos,105.36,81.13,23,7896658034787,Ache,Anticoncepcionais
"Inpruv DK 7.000UI + 100mcg Apsen, 8 Comprimidos",45.43,31.35,31,7896637030311,Apsen,Vitaminas
ProVance Aché Sabor Limão 30 Comprimidos Mastigáveis,127.6,127.6,0,7896658025143,Ache,Digestivo
Femoston Conti 1mg + 5mg 28 comprimidos revestidos,91.81,76.2,17,7896255766371,Abbott,Anticoncepcionais
Pílulas de Lussen 20mg + 10mg + 10mg + 30mg + 8mg 36 comprimidos revestidos,41.75,34.65,17,7898089300035,Osorio De Moraes,Anticoncepcionais
"Tantin 0,060mg + 0,015mg 84 comprimidos revestidos",83.54,63.49,24,7896112423294,Biolab Sanus,Anticoncepcionais
Gamax 30 Cápsulas Gelatinosas,156.31,126.61,19,7896685301234,Hebron,Anticoncepcionais
Dexador 5mg + 100mg + 100mg + 4mg Solução Injetável 3 ampolas A (2ml) + 3 ampolas B (1ml),47.83,40.18,16,7896317900415,Arese,Dor E Febre
Vitamina D3 Addera D3 10.000UI 10 comprimidos revestidos,106.11,96.56,9,7897322709505,Hypera,Vitaminas
Suplemento Alimentar Neutrofer Folato D 30 comprimidos revestidos,81.5,58.68,28,7894916516679,Sigma Pharma,Anticoncepcionais
"Lavagem Nasal Nasoar XT 5,0% Refil 15 sachês",85.5,85.5,0,7898430194511,Nasoar,Mais Medicamentos
Vitamina D3 Addera D3 7.000UI 10 comprimidos revestidos,80.36,73.13,9,7897322709475,Hypera,Vitaminas
Nesina Pio 25mg + 15mg 30 comprimidos revestidos,243.82,165.9,32,7896094999534,Hypera,Diabetes
"Inpruv D 10.000UI Apsen, 10 Comprimidos",60.67,43.08,29,7896637027748,Apsen,Vitaminas
Bravan Duo 160mg/10mg 30 comprimidos,63.51,47.63,25,7896658024979,Ache,Hipertensão
"Concor 2,5mg 30 comprimidos revestidos",80.93,59.89,26,7891721024986,Merck,Hipertensão
Neutrofer Fólico 150mg + 5mg 30 comprimidos revestidos,44.67,39.76,11,7894916500425,Sigma Pharma,Gripe E Resfriado
Artrosil 160mg 10 cápsulas duras de liberação prolongada,35.69,29.98,16,7896658008115,Ache,Dor E Febre
Parasin 400mg Sabor Banan 1 comprimido mastigável,16.27,13.67,16,7896658002687,Ache,Vermes e Parasitas
Inzelm 10mg 30 comprimidos revestidos,196.67,167.17,15,7896641812767,Takeda,Digestivo
Solução de Desinfecção Multipropósito Opti-Free Puremoist 300ml + 120ml + Estojo de Lentes,82.2,82.2,0,7896548198797,Novartis,Mais Medicamentos
Fibras Tamarine Kids Sabor Morango 240ml,65.9,56.02,15,7896094916524,Tamarine,Digestivo
Stele 1mg/g Creme Ginecológico 50g + 5 aplicadores,64.28,55.28,14,7896006219811,Biolab Sanus,Anticoncepcionais
Femina 150mcg + 20mcg 63 comprimidos revestidos,89.79,68.24,24,7896658002212,Ache,Anticoncepcionais
"Halobex 0,05% Creme Dermatológico 30g",21.37,19.23,10,7897473206403,Hypera,Mais Medicamentos
Retemic 5mg 30 comprimidos,43.11,36.64,15,7896637022552,Apsen,Mais Medicamentos
Fledoid 500 Gel 40g,36.01,27.37,24,7898040325206,Farmoquimica,Dor E Febre
Novorapid Flexpen 100U/ml 1 carpule com 3ml + 1 sistema de aplicação,62.06,52.75,15,7897705201831,Novo Nordisk,Diabetes
Meclin Jet 25mg 10 comprimidos mastigáveis,17.81,15.85,11,7896637033343,Apsen,Digestivo
"Combodart 0,5mg + 0,4mg 90 cápsulas gelatinosas duras de liberação prolongada",392.14,392.14,0,7896015523404,Gsk,Mais Medicamentos
Olina 60ml,35.9,35.9,0,7896732600020,Wesp,Digestivo
"Trok-N 20mg/g + 0,64mg/g + 2,5mg/g Creme 10g",20.89,18.17,13,7891317412531,Eurofarma,Mais Medicamentos
Micardis Anlo 40mg + 5mg 30 comprimidos,126.16,105.97,16,7896026305327,Boehringer,Hipertensão
Xarope Vick Mel 100ml,34.29,26.06,24,7500435209786,Vick,Mais Medicamentos
Fosamax D 70mg / 5600UI 4 comprimidos,193.54,160.64,17,7897337709033,Supera,Mais Medicamentos
Analgésico Tylenol 500mg 20 comprimidos revestidos,35.0,28,20,7891010986155,Tylenol,Dor E Febre
Ogestan Pré 30 cápsulas,66.1,58.83,11,7898948648629,Besins,Anticoncepcionais
Synthroid 137mcg 30 comprimidos,56.85,43.21,24,7896255762205,Abbott,Mais Medicamentos
Gestinol 30mcg + 75mcg 84 comprimidos revestidos,163.18,109.33,33,7896094203068,Libbs,Anticoncepcionais
"Natifa Pro UBD 0,5mg + 0,1mg 28 comprimidos revestidos",91.56,73.25,20,7896094208506,Libbs,Anticoncepcionais
Trezor 40mg 30 comprimidos revestidos,188.92,149.25,21,7896658033445,Ache,Colesterol e Triglicerídeos
"Ablok Plus 25mg + 12,5mg 30 comprimidos",24.44,19.55,20,7896241225257,Biolab Sanus,Hipertensão
"Belara 2mg + 0,03mg 21 comprimidos revestidos",62.68,48.26,23,7898582380183,Grunenthal,Anticoncepcionais
Allexofedrin 180mg 10 comprimidos revestidos,79.95,46.37,42,7896004705385,Ems,Alergias E Infecções
Meclin 50mg 15 comprimidos,50.84,41.69,18,7896637023641,Apsen,Digestivo
Naldecon Noite 24 comprimidos,50.99,44.87,12,7896016806261,Naldecon,Mais Medicamentos
Vicog 5mg 30 comprimidos,32.92,25.35,23,7896226102542,Marjan,Mais Medicamentos
"Auris-Sedina 18,6mg/ml + 1,3mg/ml 10ml",29.87,25.99,13,7898089300011,Osorio De Moraes,Mais Medicamentos
Daflon Flex 1000mg FFPM 30 envelopes,175.86,175.86,0,7898029550766,Servier,Mais Medicamentos
Angeliq 1mg + 2mg 28 comprimidos revestidos,134.01,103.19,23,7891106904155,Bayer,Anticoncepcionais
Symbicort Turbuhaler 12/400 mcg por inalação 60 doses de pó para inalação,203.97,203.97,0,7896206402433,Astrazeneca,Mais Medicamentos
Analgésico Calminex Ice Aerossol 170g,79.89,70.3,12,7891142118080,Hypera,Dor E Febre
Solução Spray Canesten 10mg/ml 30ml,59.49,52.35,12,7891106914963,Bayer,Mais Medicamentos
"Solução Oftálmica Glautimol 6,8mg/ml 5ml",15.65,12.99,17,7896548114124,Alcon,Mais Medicamentos
Hirudoid 300 Gel 3mg/g 40g,35.83,32.61,9,7897411601505,Sankyo Pharma,Dor E Febre
Pomada Dermatológico Cetobeta 30g,38.26,16.83,56,7898168001303,Cellera,Mais Medicamentos
"Diprosalic 0,5mg/ml + 20mg/ml Solução Dermatológica 30ml",53.31,46.38,13,7891142142221,Hypera,Mais Medicamentos
Analgésico Novalgina 500mg 10 comprimidos,15.78,15.78,0,7891058001599,Sanofi,Dor E Febre
Pastilha Benalet Sabor Menta 4un,13.53,12.85,5,7891010974930,Benalet,Dor E Febre
Decadron 4mg 10 comprimidos,23.99,20.39,15,7896658003141,Ache,Dor E Febre
Antialérgico Polaramine 2mg 20 Comprimidos,27.53,24.78,10,7891142171719,Hypera,Alergias E Infecções
Bi-Profenid 150mg 10 comprimidos revestidos de liberação prolongada,77.65,67.56,13,7896070601772,Sanofi,Dor E Febre
Anador 1g 20 comprimidos,23.4,19.19,18,7891058003883,Sanofi,Dor E Febre
"Fluidificante e Descongestionante Nasal Rinosoro Jet 0,9% 100ml",46.48,43.23,7,7897322709376,Rinosoro,Mais Medicamentos
Regulador Intestinal Leiba 200 12 Cápsulas,35.35,30.75,13,7896006261810,União Química,Digestivo
Analgésico Dorflex Uno 1g com 20 Comprimidos,26.31,24.99,5,7891058000103,Sanofi,Dor E Febre
Venaflon 900mg + 100mg 30 comprimidos,140.69,75.97,46,7896112102908,Teuto,Mais Medicamentos
Deriva Micro 1mg/g Gel de Liberação Controlada 30g,107.2,96.48,10,7897473204270,Glenmark,Mais Medicamentos
Ecos 3mg/ml Xarope Sabor Caramelo 120ml,29.76,21.43,28,7896006216308,União Química,Mais Medicamentos
Analgésico Sonridor 2 comprimidos efervescentes,6.67,6.14,8,7896015500016,Gsk,Dor E Febre
Sal de Frutas Eno Abacaxi 100g,27.39,22.73,17,7896015521622,Eno,Digestivo
Analgésico Advil 400mg 20 cápsulas líquidas,51.49,41.71,19,7891045043762,Advil,Dor E Febre
"Xalatan 50mcg/ml Colírio 2,5ml",233.18,233.18,0,7891268107609,Pfizer,Mais Medicamentos
Carverol 250mg 20 comprimidos,34.5,31.05,10,7896006201014,União Química,Digestivo
Miosan CAF 5mg + 30mg 15 comprimidos revestidos,30.14,24.71,18,7896637025096,Apsen,Dor E Febre
Spray Ciflogex Sabor Menta 30ml,29.16,16.91,42,7896523206288,Cimed,Dor E Febre
Dexason Elixir 100ml,16.46,8.9,46,7896112127673,Teuto Similar,Dor E Febre
Aceratum 100mg/ml Solução Otológica 10ml,22.86,20.12,12,7893454300115,Cellera,Mais Medicamentos
Cimegripe 10 Cápsulas,13.81,10.08,27,7896523210889,Cimed,Mais Medicamentos
"Descongestionante Nasal Sorine SSC 0,9% Spray 50ml",26.74,21.93,18,7896658020315,Ache,Mais Medicamentos
Flogoral 3mg Pastilhas Sabor Laranja 12un,15.61,14.05,10,7896658005442,Ache,Dor E Febre
Antiácido Pó Efervescente Estomazil Sabor Abacaxi 100g,24.26,19.41,20,7896094904330,Hypera,Digestivo
Nebitah 5mg 30 comprimidos,49.27,39.91,19,7896658035067,Ache,Hipertensão
Decongex Plus Xarope 120ml,23.94,20.35,15,7896658001918,Ache,Mais Medicamentos
Antialérgico Allegra 180mg 10 comprimidos revestidos,121.51,100.85,17,7891058169015,Sanofi,Alergias E Infecções
Ferronil 40mg 50 comprimidos revestidos,16.71,11.53,31,7896112144892,Teuto,Gripe E Resfriado
Malvona Solução Oral 100ml,24.98,19.23,23,7896026170550,Daudt,Dor E Febre
Solução Oftálmica Atropina 1% 5ml,13.31,11.58,13,7897316801154,Allergan,Mais Medicamentos
Lisador Dip 1g 10 comprimidos,23.2,16.9,27,7896094916227,Hypera,Dor E Febre
AAS Infantil 100mg com 10 comprimidos,8.47,8.47,0,7891058019839,Sanofi,Dor E Febre
Creme Dermatológico Maleato de Dexclorfeniramina 10mg/g EMS 30g,14.31,11.16,22,7896004720784,Ems,Alergias E Infecções
Doril Enxaqueca 4 comprimidos revestidos,9.79,9.79,0,7896094910546,Hypera,Dor E Febre
Suplemento Hidroeletrolítico Hidralyte Uva 500ml,17.25,15.7,9,7898133139239,Natulab,Digestivo
Eliquis 5mg 60 comprimidos revestidos,369.86,369.86,0,7896016807800,Pfizer,Mais Medicamentos
Prelone 20mg 10 comprimidos,25.55,21.46,16,7896658005145,Ache,Dor E Febre
Teste de Gravidez Fast Test Plus 1un,15.9,12.08,24,7898994079859,Cepalab,Anticoncepcionais
Beserol 12 comprimidos,26.17,18.84,28,7897595901187,Daudt,Dor E Febre
"Cutisanol 1,5mg/g + 45mg/g Gel 100g",70.19,56.15,20,7896830500505,Millet Roux,Mais Medicamentos
Solução Oftálmica Maxidex 1mg/ml 5ml,10.94,9.41,14,7896548111727,Alcon,Mais Medicamentos
Neocopan Composto 20 comprimidos revestidos,17.24,17.24,0,7896714233833,União,Dor E Febre
"Noripurum Fólico 100mg + 0,35mg 30 comprimidos mastigáveis",74.28,69.08,7,7896641805929,Takeda,Gripe E Resfriado
Dexa Citoneurin NFF Injetável 6 ampolas: 3 com 1ml intramuscular + 3 com 2ml de diluente,50.33,42.78,15,7891721024481,Merck,Dor E Febre
"Rehidrat 50 Sabor Laranja 4 envelopes de 7,625g",33.95,30.89,9,7891317007508,Supera,Digestivo
"Selene 0,035mg + 2mg 21 comprimidos revestidos",34.05,26.9,21,7891317465667,Eurofarma,Anticoncepcionais
Fentizol 20mg/ml Spray 30ml,65.18,54.75,16,7896658001390,Ache,Mais Medicamentos
"Belarina 2mg + 0,02mg 28 comprimidos revestidos",62.68,48.26,23,7898582380268,Grunenthal,Anticoncepcionais
Azukon MR 30mg 60 Comprimidos,40.41,29.1,28,8903855076034,Torrent,Diabetes
Antigases Luftal Infantil Gotas 75mg/ml Sabor Cereja 15ml,34.9,27.92,20,7896222720887,Luftal,Digestivo
Ponstan 500mg 24 comprimidos,40.95,35.22,14,7891268118001,Pfizer,Dor E Febre
Flogoral 3mg Pastilhas Sabor Cereja 12un,15.61,12.96,17,7896658005466,Ache,Dor E Febre
Benegrip 12 comprimidos revestidos,24.49,19.59,20,7896094915107,Hypera,Mais Medicamentos
"Level 0,10mg + 0,02mg 21 comprimidos revestidos",28.11,21.64,23,7896241248287,Biolab Sanus,Anticoncepcionais
"Solução Nasal Sinustrat Vasoconstritor 0,5mg/ml 10ml",18.14,13.61,25,7896082900269,Biolab Sanus,Mais Medicamentos
Flancox 500mg 14 comprimidos revestidos,49.62,35.9,28,7896637023238,Apsen,Dor E Febre
Advil 600mg 12 Horas 6 comprimidos revestidos de liberação prolongada,24.98,20.23,19,7896015592752,Advil,Dor E Febre
"Diane 35 2mg + 0,035mg 63 drágeas",84.01,65.53,22,7891106906944,Bayer,Anticoncepcionais
Oto-Xilodase Gotas 8ml,26.33,24.49,7,7896637022439,Apsen,Mais Medicamentos
"Solução Oftálmica Timoptol 0,5% 5ml",22.15,17.94,19,7897337705837,Merck,Mais Medicamentos
Desodalina 600mg 60 cápsulas,67.99,59.15,13,7898158498786,A Definir,Emagrecedores
"Tantin 0,060mg + 0,015mg 28 comprimidos revestidos",27.85,22,21,7896112424123,Biolab Sanus,Anticoncepcionais
Buscopan Composto 4 comprimidos revestidos,5.91,5.91,0,7896094922242,Hypera,Anticoncepcionais
Dorflex Max 8 comprimidos,15.92,15.92,0,7891058003944,Sanofi,Dor E Febre
Tenag 40mg 20 comprimidos revestidos,113.13,96.16,15,7896226102429,Marjan,Mais Medicamentos
Emulsão Sanasar 250mg/ml 100ml,21.92,17.1,22,7896331704037,Hertz,Mais Medicamentos
"Rapilax 7,5mg/ml Gotas 30ml",17.28,16.24,6,7896331704808,Hertz,Digestivo
Analgésico Dorflex Uno 1g com 10 comprimidos,16.8,14.95,11,7891058022815,Sanofi,Dor E Febre
Acheflan 5mg/g Creme 60g,104.75,87.99,16,7896658007170,Ache,Dor E Febre
Crestor 20mg 30 comprimidos revestidos,368.05,368.05,0,7896206402396,Astrazeneca,Colesterol e Triglicerídeos
Advantan 1mg/ml Solução Capilar 20ml,111.45,94.73,15,7891106910712,Leofarma,Alergias E Infecções
"Atacand HCT 8mg + 12,5mg 30 comprimidos",164.65,164.65,0,7896206402426,Astrazeneca,Hipertensão
Proctyl 50mg/g + 10mg/g Pomada 10 bisnagas com 3g cada + 10 aplicadores,78.54,67.54,14,7896641803642,Takeda,Digestivo
Caltren 20mg 30 comprimidos,150.99,110.22,27,7896094201002,Libbs,Hipertensão
Janumet XR 50mg/1000mg 60 comprimidos revestidos de liberação prolongada,314.03,260.64,17,7897337711067,Msd,Diabetes
Betnovate N 1mg/g + 5mg/g Creme Dermatológica 30g,46.28,40.26,13,7896269900334,Gsk,Dor E Febre
Betnovate N 1mg/g + 5mg/g Pomada Dermatológica 30g,48.24,40.52,16,7896269900358,Gsk,Dor E Febre
Lantus 100UI/ml 1 carpule com 3ml,105.59,86.58,18,7891058025137,Sanofi,Diabetes
Symbicort Spray 6/100 mcg 60 doses de pó de uso inalatório,193.62,193.62,0,7896206407896,Astrazeneca,Mais Medicamentos
Synthroid 25mcg 30 comprimidos,37.87,29.54,22,7896255716949,Abbott,Mais Medicamentos
"TRAVATAN - 0,04mg/mL, 1 frasco gotejador com 2,5mL de solução de uso oftalmológico",175.54,175.54,0,7896548197035,Alcon,Mais Medicamentos
"Micardis HCT 40mg + 12,5mg 30 comprimidos",212.36,212.36,0,7896026304306,Boehringer,Hipertensão
Norvasc 5mg 30 comprimidos,83.0,63.08,24,7891268148350,Pfizer,Hipertensão
Diosmin SDU 900mg + 100mg Sabor Laranja / Limão 30 sachês com 5g cada,178.8,178.8,0,7896658011368,Ache,Mais Medicamentos
"Kaloba 111,111mg 21 comprimidos revestidos",109.48,97.44,11,7896641808227,Takeda,Mais Medicamentos
Nebilet 5mg 60 comprimidos,220.32,220.32,0,7896112400691,Biolab Sanus,Hipertensão
Inibina 10mg 30 comprimidos,161.78,142.37,12,7896637024020,Apsen,Anticoncepcionais
Livalo 4mg 30 comprimidos revestidos,243.85,168.26,31,7896382707100,Biolab Sanus,Colesterol e Triglicerídeos
Advil 600mg 12 Horas 12 comprimidos revestidos de liberação prolongada,39.98,32.78,18,7896015592769,Advil,Dor E Febre
Cicladol 20mg 5 comprimidos,46.48,40.44,13,7896672202278,Farmalab,Dor E Febre
Mesidox 2mg 30 comprimidos,40.46,33.99,16,7891721016813,Merck,Hipertensão
Ginkgo 40mg Herbarium 60 cápsulas duras,58.74,49.93,15,7896083400058,Herbarium,Mais Medicamentos
Lonium 40mg 60 comprimidos revestidos,137.01,119.2,13,7896637023450,Apsen,Anticoncepcionais
Diamicron MR 30mg 30 comprimidos de liberação prolongada,48.77,38.53,21,7898029552128,Servier,Diabetes
"Yaz Flex 3mg + 0,02mg 30 comprimidos revestidos",134.54,134.54,0,7891106914178,Bayer,Anticoncepcionais
Apidra 100UI/ml 1 ampola com 10ml,151.02,114.78,24,7891058027117,Sanofi,Diabetes
Biofenac DI 50mg Sabor Cereja 20 comprimidos dispersíveis,39.11,32.85,16,7896658014345,Ache,Dor E Febre
Sinvascor 40mg 30 comprimidos revestidos,37.58,30.44,19,7897851250622,Baldacci,Colesterol e Triglicerídeos
Zetia 10mg 30 comprimidos,115.6,89.01,23,7897337716819,Supera,Colesterol e Triglicerídeos
Listo 8mg 10 comprimidos de desintegração oral,51.82,35.76,31,7896112427469,Biolab Sanus,Digestivo
Florastor 12 cápsulas,25.9,25.9,0,7896006213161,União Química,Digestivo
Suplemento Alimentar Ofolato G 15ml,167.1,167.1,0,7896094918771,Hypera,Anticoncepcionais
